UID:3125124,﻿Name:HERR B,﻿Verification:432151
﻿id,Time,Trade Type,Instrument,Type,Amount,Unit,PL,Fee,Position Change,Position Balance,Balance Change,Balance,Unit
﻿123895319257231,2022-06-11 16:00:00,Spot,APE-USDT,Sell,23.57555182,APE,0E-8,0E-8,0E-8,0E-8,-23.57555182,23.91026419,USDT
﻿123895319257231,2022-06-11 16:00:00,Spot,APE-USDT,Buy,4.66399300,APE,0E-8,-0.00466399,0E-8,0E-8,4.65932901,4.66745310,APE
﻿123895319257231,2022-06-11 15:00:00,Spot,BTC-USDT,Sell,0.00001862,BTC,0E-8,0E-8,0E-8,0E-8,-0.00001862,0.00083922,BTC
﻿123895319257231,2022-06-11 15:00:00,Spot,BTC-USDT,Buy,0.52857525,BTC,0E-8,-0.00052858,0E-8,0E-8,0.52804667,47.48581601,USDT
﻿123895319257231,2022-06-11 15:00:00,Spot,APE-USDT,Buy,20.43842298,APE,0E-8,-0.02043842,0E-8,0E-8,20.41798455,46.95776933,USDT
﻿123895319257231,2022-06-11 15:00:00,Spot,APE-USDT,Sell,4.05564500,APE,0E-8,0E-8,0E-8,0E-8,-4.05564500,0.00812409,APE
﻿123895319257231,2022-06-11 14:00:00,Spot,ETH-USDT,Sell,23.78155824,ETH,0E-8,0E-8,0E-8,0E-8,-23.78155824,26.53978478,USDT
﻿123895319257231,2022-06-11 14:00:00,Spot,ETH-USDT,Buy,0.01529400,ETH,0E-8,-0.00001529,0E-8,0E-8,0.01527871,0.01531326,ETH
﻿123895319257231,2022-06-11 14:00:00,Spot,XCH-USDT,Buy,0.45221400,XCH,0E-8,-0.00045221,0E-8,0E-8,0.45176179,0.86190220,XCH
﻿123895319257231,2022-06-11 14:00:00,Spot,XCH-USDT,Sell,12.59868204,XCH,0E-8,0E-8,0E-8,0E-8,-12.59868204,50.32134302,USDT
﻿123895319257231,2022-06-11 14:00:00,Spot,XCH-USDT,Buy,0.41000000,XCH,0E-8,-0.00041000,0E-8,0E-8,0.40959000,0.41014041,XCH
﻿123895319257231,2022-06-11 14:00:00,Spot,XCH-USDT,Sell,11.45540000,XCH,0E-8,0E-8,0E-8,0E-8,-11.45540000,62.92002506,USDT
﻿123895319257231,2022-06-11 14:00:00,Spot,ETH-USDT,Buy,27.21205374,ETH,0E-8,-0.02721205,0E-8,0E-8,27.18484169,74.37542506,USDT
﻿123895319257231,2022-06-11 14:00:00,Spot,ETH-USDT,Sell,0.01710600,ETH,0E-8,0E-8,0E-8,0E-8,-0.01710600,0.00003455,ETH
﻿123895319257231,2022-06-11 13:00:00,Spot,XCH-USDT,Buy,0.67424838,XCH,0E-8,-0.00067425,0E-8,0E-8,0.67357413,40.24356833,USDT
﻿123895319257231,2022-06-11 13:00:00,Spot,XCH-USDT,Sell,0.25041300,XCH,0E-8,0E-8,0E-8,0E-8,-0.25041300,0.00055041,XCH
﻿123895319257231,2022-06-11 13:00:00,Spot,XCH-USDT,Buy,6.95396901,XCH,0E-8,-0.00695397,0E-8,0E-8,6.94701504,47.19058337,USDT
﻿123895319257231,2022-06-11 13:00:00,Spot,XCH-USDT,Sell,0.02427100,XCH,0E-8,0E-8,0E-8,0E-8,-0.02427100,0.25096341,XCH
﻿123895319257231,2022-06-11 13:00:00,Spot,XCH-USDT,Buy,16.38597762,XCH,0E-8,-0.01638598,0E-8,0E-8,16.36959164,39.56999420,USDT
﻿123895319257231,2022-06-11 13:00:00,Spot,XCH-USDT,Sell,0.59240700,XCH,0E-8,0E-8,0E-8,0E-8,-0.59240700,0.27523441,XCH
﻿123895319257231,2022-06-11 13:00:00,Spot,XCH-USDT,Sell,0.83083900,XCH,0E-8,0E-8,0E-8,0E-8,-0.83083900,0.86764141,XCH
﻿123895319257231,2022-06-11 13:00:00,Spot,XCH-USDT,Buy,22.97269835,XCH,0E-8,-0.02297270,0E-8,0E-8,22.94972565,23.20040256,USDT
﻿123895319257231,2022-06-10 18:00:00,Spot,ETH-BTC,Buy,0.00050930,ETH,0E-8,-5.1E-7,0E-8,0E-8,0.00050879,0.00085784,BTC
﻿123895319257231,2022-06-10 18:00:00,Spot,ETH-BTC,Sell,0.00881600,ETH,0E-8,0E-8,0E-8,0E-8,-0.00881600,0.01714055,ETH
﻿123895319257231,2022-06-10 18:00:00,Spot,ETH-USDT,Buy,0.01477200,ETH,0E-8,-0.00001477,0E-8,0E-8,0.01475723,0.02595655,ETH
﻿123895319257231,2022-06-10 18:00:00,Spot,ETH-USDT,Sell,24.61029972,ETH,0E-8,0E-8,0E-8,0E-8,-24.61029972,0.25067691,USDT
﻿123895319257231,2022-06-10 18:00:00,Spot,ETH-USDT,Buy,0.00226000,ETH,0E-8,-0.00000226,0E-8,0E-8,0.00225774,0.01119932,ETH
﻿123895319257231,2022-06-10 18:00:00,Spot,ETH-USDT,Sell,3.79422360,ETH,0E-8,0E-8,0E-8,0E-8,-3.79422360,24.86097663,USDT
﻿123895319257231,2022-06-10 18:00:00,Spot,ETH-BTC,Sell,0.00587000,ETH,0E-8,0E-8,0E-8,0E-8,-0.00587000,0.00894158,ETH
﻿123895319257231,2022-06-10 18:00:00,Spot,ETH-BTC,Buy,0.00034058,ETH,0E-8,-3.4E-7,0E-8,0E-8,0.00034024,0.00034905,BTC
